Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,15.3,50.7,0.78,5.56,20.8,25.4,2.81,50.7,3.99,1.90,47.5,1.44,36.1,33.7,209.0,103.5,2.61,1.83,0.78,2.61,1.76,35.0,8.17,Matches,74f5a96d
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,23.9,67.7,2.89,17.6,30.7,20.2,1.88,67.7,1.30,0.67,51.6,0.50,38.7,37.1,168.0,79.6,1.80,1.34,0.25,1.17,0.29,43.4,6.40,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,1.2,68.3,5.83,25.0,35.0,8.33,0.00,68.3,0.83,0.00,0.0,0.83,100.0,25.8,134.2,56.7,1.67,1.67,0.00,1.67,0.00,27.5,3.33,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,17.4,49.8,0.52,5.11,20.6,24.8,3.85,49.8,1.84,0.80,43.8,0.86,46.9,30.5,166.3,82.9,2.59,1.44,0.57,1.44,0.69,36.6,8.33,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,8.8,66.9,1.59,9.20,44.2,14.1,0.91,66.9,0.68,0.45,66.7,0.23,33.3,35.3,127.8,66.4,0.91,1.25,0.00,1.14,0.11,48.5,2.61,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,16.3,66.3,2.82,19.3,29.8,17.7,2.21,66.3,1.53,0.92,60.0,0.55,36.0,35.3,189.0,98.1,2.09,1.35,0.43,1.17,0.25,40.0,6.99,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,4.9,59.8,3.67,14.7,31.4,13.7,1.63,59.8,0.20,0.00,0.0,0.20,100.0,31.0,128.6,68.4,1.84,0.82,0.00,0.41,0.00,42.7,2.45,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,8.1,67.0,6.91,24.8,39.3,3.33,0.49,67.0,0.37,0.37,100.0,0.00,0.0,39.6,180.0,109.5,0.25,0.37,0.00,0.49,0.25,44.9,0.12,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,1.3,70.0,0.77,19.2,38.5,13.8,0.77,70.0,3.08,3.08,100.0,0.00,0.0,42.3,196.9,85.4,0.77,2.31,0.00,3.85,0.00,46.9,0.00,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,5.0,55.0,4.00,15.2,26.0,14.2,1.60,55.0,2.40,1.00,41.7,1.00,41.7,25.8,144.0,94.0,1.80,1.00,0.40,1.80,0.80,25.4,3.20,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,18.3,52.7,7.60,31.0,20.5,1.69,0.93,52.7,0.11,0.00,0.0,0.11,100.0,28.7,128.6,68.7,0.44,0.16,0.00,0.71,0.11,32.8,0.05,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,4.8,55.8,10.6,31.9,21.9,2.71,1.04,55.8,0.42,0.00,0.0,0.42,100.0,32.1,114.4,51.5,0.42,0.42,0.00,0.63,0.21,32.9,0.21,Matches,66017b9d
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,12.6,66.9,5.08,26.9,33.3,7.06,0.79,66.9,0.48,0.32,66.7,0.08,16.7,34.1,147.3,79.6,0.32,0.32,0.00,0.40,0.40,39.8,0.63,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,25.9,38.6,0.42,3.55,14.0,22.0,4.63,38.5,3.75,1.70,45.4,1.81,48.5,28.7,179.2,97.2,3.09,2.20,1.47,2.36,2.01,30.8,9.34,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14.0,58.6,8.57,32.9,24.6,1.29,0.71,58.6,0.07,0.00,0.0,0.07,100.0,33.1,155.0,82.1,0.00,0.14,0.00,0.07,0.07,40.2,0.00,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,10.2,75.0,2.35,12.0,44.1,19.8,1.18,75.0,1.86,0.78,42.1,0.98,52.6,45.7,286.4,151.7,2.45,2.75,0.10,1.67,0.98,53.7,3.82,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,23.6,52.1,7.58,25.4,25.3,1.57,0.55,52.1,0.25,0.00,0.0,0.13,50.0,32.1,154.2,89.2,0.55,0.25,0.04,0.21,0.00,34.4,0.13,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,0.0,6,0,3,0,3,0,6,1,0,0.0,1,100.0,5,11,0,0,0,0,0,1,5,1,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,2.6,24.2,0.00,0.77,10.4,13.1,3.85,24.2,1.92,1.15,60.0,0.77,40.0,16.2,79.6,20.4,0.00,0.00,0.77,2.31,0.38,19.6,6.54,Matches,307224a2
443,Messias,br BRA,DF,Ceará,27,1994,23.0,42.2,6.61,19.9,20.9,1.57,1.09,42.2,0.04,0.04,100.0,0.00,0.0,20.3,102.2,52.5,0.17,0.04,0.04,0.09,0.04,23.4,0.13,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,3.1,62.9,5.81,29.0,29.0,4.84,1.61,62.9,0.00,0.00,,0.00,,34.2,131.3,60.3,0.00,0.00,0.00,0.32,0.00,36.8,0.00,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,11.8,57.7,2.97,18.5,26.0,13.7,0.59,57.7,0.76,0.51,66.7,0.25,33.3,29.6,149.1,83.0,1.36,1.19,0.08,0.85,0.34,32.3,3.73,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2.0,30.5,29.5,30.5,0.00,0.00,0.00,30.5,0.00,0.00,,0.00,,12.0,85.5,56.5,0.00,0.00,0.00,0.00,0.00,6.50,0.00,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20.0,26.1,22.4,26.0,0.05,0.00,0.00,26.1,0.00,0.00,,0.00,,11.8,89.3,66.6,0.00,0.00,0.00,0.00,0.00,6.55,0.00,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,12.8,59.1,8.83,30.5,27.6,1.25,1.17,59.1,0.31,0.23,75.0,0.08,25.0,32.2,139.9,62.1,0.16,0.00,0.00,0.23,0.00,34.2,0.08,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,16.4,56.9,8.78,30.7,24.2,2.20,1.34,56.9,0.06,0.00,0.0,0.06,100.0,31.3,156.8,72.1,0.30,0.30,0.00,0.37,0.06,35.7,0.18,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,4.3,42.6,1.16,8.37,17.9,16.7,2.79,42.6,2.56,0.23,9.1,2.33,90.9,19.8,151.2,84.0,2.79,3.02,0.47,2.56,1.16,21.9,4.65,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,6.5,60.8,3.23,17.4,29.2,15.1,2.15,60.8,2.62,1.54,58.8,1.08,41.2,36.0,199.8,106.3,2.46,1.08,0.15,1.23,0.62,36.6,5.54,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,25.0,35.3,0.92,3.40,13.0,19.7,4.36,35.3,5.08,2.60,51.2,2.12,41.7,22.6,189.2,98.3,3.56,2.32,1.60,2.44,1.48,24.7,7.32,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,13.5,52.4,8.15,25.9,24.4,2.52,2.00,52.4,0.30,0.07,25.0,0.22,75.0,29.4,142.7,74.1,0.30,0.15,0.00,0.67,0.15,31.3,0.07,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,1.0,34.0,0.00,5.00,15.0,14.0,2.00,34.0,3.00,1.00,33.3,1.00,33.3,20.0,48.0,13.0,0.00,1.00,0.00,2.00,2.00,25.0,5.00,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,15.2,59.0,3.82,19.9,23.7,16.3,1.38,59.0,2.70,1.12,41.5,1.51,56.1,29.1,169.7,82.0,1.97,1.32,0.07,1.38,1.12,29.5,4.01,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1.0,30.0,26.0,30.0,0.00,0.00,0.00,30.0,0.00,0.00,,0.00,,21.0,120.0,102.0,0.00,0.00,0.00,0.00,0.00,6.00,0.00,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,4.5,27.1,0.00,1.33,13.3,12.9,3.11,27.1,1.56,0.44,28.6,1.11,71.4,14.4,63.6,24.9,0.67,0.22,0.00,3.11,1.11,18.4,4.89,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,3.3,34.5,1.52,2.73,13.9,17.9,4.85,34.5,2.12,1.82,85.7,0.30,14.3,20.0,72.4,17.0,0.30,0.30,0.00,2.12,1.21,28.2,5.76,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,7.3,43.2,0.82,5.21,17.8,20.7,2.05,43.2,3.70,2.19,59.3,1.51,40.7,29.6,148.1,52.7,1.23,1.23,0.68,3.97,2.05,34.2,8.22,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,3.2,66.9,1.25,12.8,26.3,28.1,2.19,66.9,5.00,3.13,62.5,1.88,37.5,34.7,161.6,71.6,1.88,0.63,0.31,2.50,1.88,46.6,10.0,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,1.4,60.0,0.00,6.43,19.3,35.7,5.00,60.0,2.86,0.00,0.0,2.86,100.0,38.6,244.3,144.3,4.29,2.86,1.43,2.86,1.43,45.7,15.0,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,12.6,40.8,0.95,5.79,16.7,18.7,3.65,40.8,3.57,1.35,37.8,1.98,55.6,28.0,174.9,86.3,2.62,1.43,1.27,1.67,1.19,30.7,8.41,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,19.4,51.1,2.42,13.1,32.8,6.03,0.52,51.1,0.72,0.46,64.3,0.26,35.7,28.9,163.4,77.0,1.13,0.98,0.15,1.19,0.36,31.5,0.72,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19.0,28.3,24.1,28.1,0.16,0.00,0.00,28.3,0.00,0.00,,0.00,,12.3,71.1,54.6,0.00,0.00,0.00,0.00,0.00,7.63,0.00,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,14.3,35.6,0.35,3.08,19.0,13.9,2.66,35.5,1.89,0.56,29.6,1.33,70.4,21.3,121.0,53.8,1.61,1.75,0.42,1.75,0.84,26.2,7.06,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,5.4,65.7,1.48,10.0,39.8,17.2,1.48,65.7,2.41,1.48,61.5,0.93,38.5,42.2,201.5,108.0,2.04,2.96,0.00,2.22,1.11,45.2,3.33,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,6.8,32.2,1.18,2.21,14.7,15.6,4.26,32.2,2.06,1.03,50.0,0.88,42.9,18.4,84.4,31.2,1.03,1.47,0.44,3.53,2.21,22.6,6.91,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32.0,55.1,6.84,26.8,26.6,2.06,0.66,55.1,0.47,0.34,73.3,0.09,20.0,37.1,261.2,166.2,1.28,0.56,0.00,0.22,0.22,37.2,0.25,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,16.0,54.4,4.00,17.9,20.9,16.1,1.00,54.4,2.00,0.88,43.8,0.94,46.9,25.9,148.3,76.0,1.38,1.63,0.13,1.44,0.69,26.5,4.25,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,13.4,49.6,2.91,13.9,18.4,17.9,1.19,49.6,1.79,0.75,41.7,0.75,41.7,23.5,144.9,76.0,2.01,1.57,0.30,1.12,0.67,25.8,5.52,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,0.3,53.3,0.00,0.00,20.0,33.3,3.33,53.3,0.00,0.00,,0.00,,40.0,170.0,100.0,3.33,3.33,0.00,0.00,6.67,40.0,16.7,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,6.9,63.3,2.75,17.0,33.9,13.5,0.43,63.3,4.35,1.88,43.3,2.17,50.0,33.0,199.9,124.1,3.62,2.75,0.14,0.58,1.16,35.1,2.61,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,0.0,3,0,0,2,1,0,3,0,0,,0,,2,4,1,0,0,0,0,0,2,0,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,10.7,65.5,1.78,8.79,24.3,32.6,2.90,65.5,2.06,1.21,59.1,0.75,36.4,34.9,192.4,109.3,3.83,2.71,0.47,2.06,0.93,47.4,8.88,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,1.1,29.1,0.00,1.82,11.8,16.4,7.27,29.1,0.00,0.00,,0.00,,13.6,71.8,30.9,0.91,1.82,1.82,2.73,0.91,19.1,7.27,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,8.0,28.0,0.38,2.00,10.1,16.8,5.88,28.0,1.63,1.13,69.2,0.50,30.8,13.9,58.9,24.9,0.75,0.50,0.38,3.75,1.50,17.5,5.00,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,0.4,55.0,10.0,25.0,27.5,2.50,0.00,55.0,0.00,0.00,,0.00,,35.0,70.0,45.0,0.00,0.00,0.00,0.00,0.00,37.5,0.00,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,6.5,56.5,0.46,6.62,26.5,24.0,2.62,56.5,3.08,1.23,40.0,1.08,35.0,35.2,169.2,74.0,1.69,0.62,0.62,2.46,1.08,38.9,7.23,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,0.9,58.9,1.11,3.33,40.0,15.6,1.11,58.9,4.44,1.11,25.0,3.33,75.0,42.2,323.3,110.0,1.11,2.22,0.00,1.11,1.11,42.2,5.56,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,2.4,42.5,2.08,6.25,30.4,6.25,0.42,42.5,3.33,1.25,37.5,2.08,62.5,27.1,158.3,72.5,1.25,1.25,0.42,0.83,1.25,28.3,3.33,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,0.3,30.0,0.00,10.0,13.3,6.67,3.33,30.0,0.00,0.00,,0.00,,20.0,80.0,0.00,0.00,0.00,0.00,13.3,3.33,26.7,3.33,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,23.6,55.3,0.81,8.01,23.6,24.2,3.39,55.3,2.25,0.93,41.5,1.19,52.8,29.9,127.3,61.4,1.99,0.72,1.23,1.61,1.14,36.7,6.53,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,6.3,73.2,1.43,13.2,51.4,8.89,0.16,73.2,0.16,0.16,100.0,0.00,0.0,46.5,151.0,66.7,0.32,0.63,0.32,1.11,1.27,52.2,1.43,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,11.1,40.5,2.34,5.14,16.2,19.5,4.77,40.5,1.71,1.08,63.2,0.63,36.8,20.1,85.8,24.5,0.90,0.54,0.36,4.14,1.44,29.7,4.68,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,5.8,57.6,0.69,2.07,22.4,33.1,2.59,57.6,3.10,1.38,44.4,1.72,55.6,35.9,156.2,52.9,0.86,1.72,0.34,1.72,0.86,45.0,11.2,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,27.9,65.8,7.67,31.9,31.8,2.29,0.75,65.8,0.68,0.47,68.4,0.04,5.3,42.1,237.5,172.8,1.22,0.65,0.00,0.32,0.29,46.7,0.07,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,0.0,,,,,,,,,,,,,,,,,,,,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5.0,55.8,8.80,34.0,21.2,0.80,0.40,55.8,0.20,0.20,100.0,0.00,0.0,31.4,140.8,84.0,0.20,0.00,0.00,0.20,0.00,35.0,0.20,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,12.1,90.2,2.89,15.5,51.3,23.6,0.91,90.2,1.98,0.91,45.8,0.91,45.8,60.7,269.0,161.7,1.90,3.14,0.17,1.24,1.32,72.5,3.31,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,11.5,55.2,3.04,16.0,35.3,5.48,0.70,55.2,1.74,0.87,50.0,0.78,45.0,31.9,193.3,102.9,1.57,1.48,0.17,1.57,1.22,34.3,0.52,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,4.3,29.1,0.70,3.02,11.9,14.7,3.02,29.1,2.79,1.16,41.7,1.16,41.7,19.1,144.0,33.5,0.47,1.63,0.23,2.09,1.16,20.2,6.28,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,6.2,57.3,4.84,22.1,21.3,13.9,0.00,57.3,0.81,0.16,20.0,0.48,60.0,26.9,122.6,62.6,1.45,0.81,0.00,0.65,0.48,28.1,2.90,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,5.0,62.2,0.40,6.60,35.2,20.6,2.40,62.2,2.60,0.80,30.8,1.80,69.2,40.8,236.8,91.0,1.80,2.00,0.60,2.20,0.80,45.0,4.20,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,16.8,60.6,2.20,15.2,37.3,8.33,0.54,60.6,0.89,0.71,80.0,0.12,13.3,35.2,148.9,61.8,0.71,1.07,0.06,1.01,0.65,42.1,0.71,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,3.3,53.6,1.21,12.4,21.5,20.6,2.73,53.6,4.55,1.52,33.3,2.73,60.0,28.8,206.4,101.2,1.82,3.33,0.00,2.12,1.82,29.7,9.39,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,21.4,66.2,9.44,32.1,32.7,2.06,0.56,66.2,0.70,0.61,86.7,0.09,13.3,41.9,255.4,164.6,1.21,0.61,0.00,0.47,0.09,42.0,0.19,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,10.5,55.3,2.10,9.81,24.3,22.2,1.33,55.3,1.05,0.57,54.5,0.38,36.4,26.2,147.0,88.0,2.10,1.90,0.19,0.76,0.67,31.6,6.19,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,12.9,77.4,2.09,19.7,54.3,4.34,0.31,77.4,0.47,0.31,66.7,0.08,16.7,49.6,222.6,88.2,0.31,0.54,0.08,0.54,0.39,56.3,0.85,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,21.2,48.6,6.65,26.1,20.6,2.17,1.27,48.6,0.28,0.19,66.7,0.05,16.7,25.8,144.2,80.1,0.19,0.19,0.00,0.52,0.14,27.9,0.24,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,2.6,61.5,0.00,3.46,28.8,30.0,1.15,61.5,4.62,2.31,50.0,1.15,25.0,37.3,213.5,70.8,1.15,1.92,0.38,3.08,2.69,40.0,5.77,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,12.0,59.2,1.83,12.0,39.3,8.42,0.50,59.2,1.75,1.25,71.4,0.50,28.6,32.3,202.8,93.5,1.50,1.25,0.08,1.08,1.58,37.3,1.42,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,16.6,34.0,1.87,3.61,15.8,14.7,2.71,34.0,0.96,0.48,50.0,0.48,50.0,16.8,76.2,25.7,0.54,0.72,0.12,2.59,1.08,23.1,3.98,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,21.6,65.6,8.94,33.5,31.2,1.48,0.93,65.6,0.28,0.28,100.0,0.00,0.0,38.4,195.6,115.6,0.42,0.14,0.00,0.51,0.09,42.5,0.05,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,1.9,48.4,2.63,15.3,21.1,12.1,1.58,48.4,0.53,0.53,100.0,0.00,0.0,21.1,95.3,55.3,1.58,0.53,1.05,1.05,0.00,20.0,2.11,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,4.5,59.3,0.22,7.11,26.9,26.0,4.44,59.3,5.33,2.67,50.0,2.44,45.8,32.7,179.1,67.3,1.56,0.44,1.11,2.89,2.22,38.0,5.78,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,26.1,,,,,,,,,,,,,,,,,,,,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,17.2,42.4,0.70,5.17,15.3,23.4,3.60,42.4,5.47,2.73,50.0,2.56,46.8,26.5,220.1,138.6,4.65,3.14,1.28,2.67,1.22,27.8,7.97,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,0.9,48.9,2.22,15.6,30.0,3.33,0.00,48.9,0.00,0.00,,0.00,,34.4,143.3,34.4,0.00,0.00,0.00,1.11,0.00,35.6,0.00,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,24.6,61.3,2.52,15.4,25.5,21.5,1.18,61.3,3.01,1.22,40.5,1.54,51.4,32.0,209.2,112.8,3.66,2.40,0.37,1.83,0.53,34.0,6.34,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,6.6,,,,,,,,,,,,,,,,,,,,,,,Matches,2da1c94c
511,Weslley Patati,br BRA,FW,Santos,18,2003,0.2,,,,,,,,,,,,,,,,,,,,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,21.8,49.5,1.10,7.43,23.8,19.3,3.58,49.5,3.35,1.42,42.5,1.88,56.2,29.9,156.7,64.8,1.93,1.74,0.69,3.17,2.02,35.3,7.43,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,17.5,61.5,0.23,4.46,30.7,27.5,3.43,61.4,2.74,1.66,60.4,0.91,33.3,40.8,244.7,110.4,3.09,2.80,0.57,2.46,1.94,45.9,6.06,Matches,00672021
514,Luan Patrick,br BRA,DF,América (MG),20,2002,9.0,47.4,5.56,22.0,19.8,6.11,0.22,47.4,0.33,0.11,33.3,0.22,66.7,24.7,128.4,80.0,1.22,1.33,0.00,0.22,0.11,25.6,1.56,Matches,dd5d1c85
515,Patryck,br BRA,DF,São Paulo,19,2003,0.3,53.3,0.00,23.3,26.7,3.33,0.00,53.3,3.33,3.33,100.0,0.00,0.0,26.7,150.0,96.7,3.33,0.00,0.00,0.00,0.00,33.3,0.00,Matches,8dcbd7af
516,Giuliano de Paula,br BRA,MF,Corinthians,31,1990,18.4,66.8,1.25,9.67,40.2,17.5,2.17,66.8,1.68,1.14,67.7,0.49,29.0,38.7,154.4,76.3,1.30,1.30,0.05,1.63,1.20,49.8,4.57,Matches,ab1b205d
517,Patrick de Paula,br BRA,MF,Botafogo (RJ),22,1999,11.3,51.7,2.12,10.8,32.8,8.50,0.35,51.7,1.42,0.88,62.5,0.53,37.5,26.5,127.8,64.2,0.62,0.62,0.09,1.42,0.71,30.4,1.59,Matches,9f12fbb7
518,Paulão,br BRA,DF,Cuiabá,35,1986,8.0,43.0,9.00,23.8,17.1,2.13,1.38,43.0,0.13,0.00,0.0,0.13,100.0,19.6,101.4,35.5,0.00,0.38,0.00,0.25,0.25,23.5,0.13,Matches,20587790
519,Paulinho,br BRA,FWMF,América (MG),23,1998,3.2,36.9,0.31,2.19,10.9,24.4,3.13,36.9,4.38,2.81,64.3,1.56,35.7,22.8,147.2,62.2,3.75,2.81,1.25,3.13,1.88,25.3,6.88,Matches,bc486f0e
520,Paulinho,br BRA,MF,Corinthians,33,1988,1.8,59.4,3.33,10.0,37.2,12.2,0.56,59.4,2.78,2.78,100.0,0.00,0.0,39.4,185.6,68.9,1.67,2.22,0.00,2.78,1.67,42.8,2.22,Matches,bb7337cc
521,Caio Paulista,br BRA,DF,Fluminense,23,1998,17.9,66.1,2.29,12.9,27.5,26.9,3.41,66.1,5.14,2.68,52.2,2.18,42.4,39.3,254.5,138.0,4.47,3.24,1.28,2.12,1.79,43.1,7.21,Matches,701bb051
522,Wellington Paulista,br BRA,FW,América (MG),37,1984,5.7,29.1,0.53,2.63,12.1,14.7,4.74,28.9,0.18,0.18,100.0,0.00,0.0,13.9,41.1,14.0,0.70,0.35,0.35,2.46,0.70,22.1,4.04,Matches,f2eece5b
523,João Paulo,br BRA,DF,América (MG),35,1986,3.9,58.7,2.82,16.7,25.4,17.2,0.51,58.7,1.54,0.26,16.7,1.28,83.3,28.2,141.3,78.2,2.05,2.82,0.00,1.03,0.51,26.7,2.31,Matches,ce208556
524,João Paulo,br BRA,GK,Santos,26,1995,37.0,28.7,24.2,28.5,0.27,0.00,0.00,28.7,0.08,0.08,100.0,0.00,0.0,12.7,68.9,45.0,0.00,0.00,0.00,0.03,0.00,9.38,0.00,Matches,d0102ca0
525,Marcos Paulo,br BRA,DF,Flamengo,19,2003,0.3,86.7,0.00,53.3,23.3,13.3,0.00,86.7,0.00,0.00,,0.00,,16.7,143.3,106.7,3.33,3.33,0.00,0.00,0.00,23.3,0.00,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,FWMF,Atlético Mineiro,26,1996,7.7,56.5,0.26,4.81,23.5,28.8,4.81,56.5,4.68,2.73,58.3,1.56,33.3,35.8,216.2,108.1,3.77,1.95,1.82,2.08,1.56,40.3,12.6,Matches,a664b026
527,Pedrinho,br BRA,FWMF,América (MG),22,1999,10.8,46.1,1.30,6.85,14.4,26.9,4.63,46.1,5.37,2.69,50.0,2.41,44.8,31.6,343.8,194.8,6.02,4.54,1.94,3.15,2.59,31.4,8.80,Matches,035341ba
528,Pedrinho,br BRA,DFFW,Atl Paranaense,19,2002,15.4,55.1,2.92,16.0,25.3,14.6,0.58,55.1,2.40,0.91,37.8,1.36,56.8,27.9,161.8,73.1,1.82,1.43,0.26,1.23,0.65,28.8,4.35,Matches,64aadf6b
529,Pedrinho,br BRA,MFFW,Atlético Mineiro,23,1998,2.5,69.6,0.40,8.00,36.8,24.8,2.40,69.6,5.20,1.60,30.8,2.00,38.5,49.2,306.8,149.6,3.60,5.20,0.00,2.40,1.20,51.6,4.00,Matches,6796e284
530,Pedrinho,br BRA,FW,Flamengo,18,2003,0.1,40.0,0.00,10.0,20.0,10.0,0.00,40.0,0.00,0.00,,0.00,,30.0,350.0,0.00,10.0,0.00,0.00,10.0,0.00,30.0,10.0,Matches,118d25ee
531,Pedro,br BRA,FW,Flamengo,24,1997,13.0,26.3,1.08,1.92,9.00,15.6,6.85,26.2,1.69,0.77,45.5,0.85,50.0,13.5,51.9,19.4,0.62,0.38,0.46,2.85,1.23,19.6,6.00,Matches,1ab6fad3
