Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
640,Sandry,br BRA,MF,Santos,19,2002,7.7,0.26,0.00,0.00,1.82,0.78,0.00,2.60,1.43,1.82,0.00,0.13,0.00,6.62,0.26,0.39,40.0,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,9.9,0.40,0.00,0.00,1.72,1.01,0.10,0.00,1.21,0.81,0.00,0.00,0.00,7.37,0.51,0.71,41.7,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19.0,0.05,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.16,0.00,100.0,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,16.6,0.24,0.00,0.00,1.27,3.55,0.72,2.71,0.48,1.08,0.06,0.00,0.00,4.28,0.36,1.81,16.7,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,6.5,0.46,0.00,0.00,1.54,2.77,0.00,2.62,0.77,1.38,0.00,0.00,0.00,5.08,0.46,2.15,17.6,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,17.4,0.23,0.00,0.00,0.69,0.80,0.00,1.90,1.09,0.86,0.00,0.00,0.00,5.29,1.55,1.21,56.3,Matches,d0d786fd
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,0.2,0.00,0.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,,,0.00,,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,0.6,0.00,0.00,0.00,3.33,1.67,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,3.33,0.0,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,11.9,0.08,0.00,0.00,1.68,1.01,0.34,1.26,0.17,1.09,0.00,0.08,0.00,4.12,1.60,1.34,54.3,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,18.2,0.05,0.00,0.00,0.60,0.82,0.11,3.96,1.43,1.04,0.00,0.00,0.00,5.55,0.93,0.77,54.8,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,100.0,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,12.7,0.16,0.00,0.00,0.63,0.55,0.00,5.67,0.55,0.71,0.00,0.00,0.00,4.72,1.02,0.79,56.5,Matches,c72a6057
653,Mateus Sarará,br BRA,MF,Avaí,19,2002,4.8,0.63,0.00,0.00,1.46,2.08,0.00,0.21,0.83,0.63,0.00,0.00,0.00,5.00,1.88,1.04,64.3,Matches,1b4c1c9c
654,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,20.2,0.50,0.00,0.00,1.78,2.08,0.00,2.28,1.58,1.53,0.00,0.00,0.00,6.78,1.29,1.78,41.9,Matches,cf316639
655,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,14.3,0.07,0.00,0.00,0.77,1.40,0.28,0.63,0.42,0.42,0.00,0.00,0.00,3.15,1.89,1.68,52.9,Matches,b938b871
656,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,14.1,0.14,0.00,0.00,1.49,1.13,0.07,0.57,1.42,3.26,0.00,0.00,0.00,6.95,1.35,1.42,48.7,Matches,2e2ec9cf
657,Gustavo Sauer,br BRA,FWMF,Botafogo (RJ),28,1993,3.2,0.31,0.00,0.00,1.56,1.25,0.00,2.19,0.31,0.94,0.00,0.00,0.00,4.06,1.25,0.94,57.1,Matches,fd53959e
658,Jefferson Savarino,ve VEN,FW,Atlético Mineiro,25,1996,1.0,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches,91721722
659,Sávio,br BRA,FWMF,Atlético Mineiro,17,2004,2.4,0.00,0.00,0.00,1.25,2.92,0.00,2.92,1.25,0.42,0.00,0.00,0.00,4.58,0.42,0.83,33.3,Matches,fe6e7156
660,Savio,br BRA,DF,Goiás,26,1995,9.4,0.64,0.11,0.11,0.74,0.96,0.00,5.74,0.64,1.28,0.00,0.00,0.00,5.85,0.85,1.06,44.4,Matches,3e8c6e2c
661,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,28.6,0.10,0.00,0.00,0.49,2.52,0.45,12.0,0.45,0.35,0.00,0.00,0.00,4.65,0.70,0.94,42.6,Matches,2964fd20
662,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37.0,0.08,0.00,0.00,0.05,0.30,0.00,0.00,0.00,0.03,0.00,0.05,0.03,0.97,0.16,0.03,85.7,Matches,d24ae824
663,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,15.0,0.20,0.00,0.00,0.93,0.27,0.13,4.93,0.33,0.60,0.00,0.00,0.00,5.20,0.13,1.20,10.0,Matches,69c11ef0
664,Sidcley,br BRA,DFMF,Cuiabá,28,1993,3.7,0.00,0.00,0.00,0.00,0.54,0.00,1.62,2.43,0.27,0.00,0.00,0.00,3.51,0.81,0.81,50.0,Matches,a5e96539
665,Sidimar,br BRA,DF,Goiás,29,1992,5.0,0.00,0.00,0.00,0.40,0.80,0.00,0.00,1.60,0.80,0.00,0.00,0.00,2.20,4.00,1.20,76.9,Matches,080fc1f0
666,Sidnei,br BRA,DF,Goiás,32,1989,3.3,0.30,0.00,0.00,0.30,0.61,0.00,0.00,2.12,0.91,0.00,0.00,0.00,4.85,1.52,1.52,50.0,Matches,b14d0c5d
667,Pablo Siles,uy URU,MF,Atl Paranaense,24,1997,1.8,1.11,0.00,0.00,3.89,1.11,0.00,1.11,1.67,0.56,0.00,0.56,0.00,7.78,1.11,1.11,50.0,Matches,cca1e0b5
668,Aderlan Silva,br BRA,DF,Bragantino,31,1990,29.7,0.34,0.00,0.00,2.59,0.54,0.17,5.32,1.52,2.09,0.00,0.00,0.00,5.79,1.72,1.21,58.6,Matches,48371573
669,Bruno Silva,br BRA,MF,Avaí,35,1986,28.9,0.48,0.03,0.03,2.56,1.28,0.03,0.48,1.04,1.80,0.00,0.00,0.00,6.37,1.66,1.42,53.9,Matches,6efbf91e
670,Da Silva,br BRA,DF,Goiás,20,2001,6.3,0.48,0.00,0.00,0.63,0.16,0.00,0.00,1.11,0.48,0.00,0.00,0.00,2.54,3.17,1.11,74.1,Matches,4772a037
671,Cristiano da Silva Leite,br BRA,DF,Fluminense,28,1993,8.3,0.12,0.00,0.00,1.20,1.45,0.00,5.78,1.20,0.96,0.00,0.00,0.00,6.02,1.08,1.20,47.4,Matches,2567b7b6
672,Felipe Silva Lipe,br BRA,DF,Avaí,19,2002,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.67,0.00,0.00,0.00,2.67,0.67,1.00,40.0,Matches,6b2bfcda
673,Lucas Silva,br BRA,FWMF,Avaí,24,1998,1.2,0.00,0.00,0.00,0.83,4.17,0.00,2.50,1.67,0.00,0.00,0.00,0.00,5.83,0.00,0.00,,Matches,aa47c6ce
674,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,14.1,0.07,0.00,0.00,1.77,0.43,0.00,0.07,0.78,1.13,0.00,0.00,0.00,5.39,2.41,1.35,64.2,Matches,e7f8bf4a
675,Márcio Silva,br BRA,DF,Coritiba,20,2001,2.0,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.50,0.50,0.00,0.00,0.00,1.50,1.50,1.00,60.0,Matches,7ee2ea5b
676,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,19.2,0.42,0.00,0.00,1.88,0.36,0.00,0.10,1.51,0.73,0.00,0.05,0.00,5.78,2.92,2.03,58.9,Matches,369d907c
677,Ricardo Silva,br BRA,DF,América (MG),29,1992,8.3,0.12,0.00,0.00,1.81,0.84,0.00,0.00,0.84,0.72,0.00,0.12,0.00,5.18,3.73,2.65,58.5,Matches,a5075276
678,Miguel Silveira,br BRA,MFFW,Bragantino,18,2003,6.3,0.16,0.00,0.00,1.27,2.22,0.00,5.24,0.16,0.95,0.16,0.00,0.00,4.44,0.48,0.79,37.5,Matches,281942c4
679,Vinicius Silvestre,br BRA,GK,Palmeiras,27,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,Matches,1944518a
680,Jailson Siqueira,br BRA,MF,Palmeiras,26,1995,0.2,0.00,0.00,0.00,0.00,0.00,0.00,15.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,15.0,40.0,Matches,b4819112
681,Everton Soares,br BRA,FWMF,Flamengo,25,1996,15.7,0.00,0.06,0.00,1.02,1.21,0.00,2.99,0.38,0.83,0.00,0.00,0.00,4.27,0.70,1.21,36.7,Matches,b1cbc666
682,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,13.7,0.07,0.00,0.00,1.53,2.99,0.88,0.44,0.15,0.29,0.00,0.00,0.00,3.28,2.85,3.72,43.3,Matches,4d982baf
683,Fernando Sobral,br BRA,MF,Ceará,27,1994,11.2,0.18,0.00,0.00,1.25,1.34,0.00,0.80,0.36,1.96,0.00,0.00,0.00,5.54,1.34,0.98,57.7,Matches,c012aacd
684,Yeferson Soteldo,ve VEN,FWMF,Santos,24,1997,6.3,0.16,0.00,0.00,0.63,2.06,0.16,6.03,0.16,0.00,0.00,0.00,0.00,3.17,0.48,0.48,50.0,Matches,bbb6c951
685,Yan Souto,br BRA,DF,Goiás,20,2001,6.8,0.44,0.00,0.00,1.91,0.29,0.00,0.15,1.62,0.59,0.00,0.44,0.00,5.74,2.35,1.47,61.5,Matches,2dffc479
686,Hugo Souza,br BRA,GK,Flamengo,23,1999,14.3,0.21,0.00,0.00,0.00,0.07,0.00,0.00,0.07,0.07,0.00,0.00,0.00,1.33,0.35,0.07,83.3,Matches,c02e5af1
687,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,12.9,0.16,0.00,0.00,1.24,0.85,0.00,4.42,0.93,1.86,0.00,0.00,0.00,4.50,1.09,0.70,60.9,Matches,ec95088d
688,Bruno Tabata,br BRA,FW,Palmeiras,24,1997,5.2,0.00,0.00,0.00,1.54,1.35,0.00,2.88,0.38,0.96,,,0.00,,,,,Matches,33fdf90d
689,Tadeu,br BRA,GK,Goiás,29,1992,38.0,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.61,0.47,0.05,90.0,Matches,8445554f
690,Tailson,br BRA,FWDF,Santos,22,1999,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,10.0,0.00,2.50,0.0,Matches,200b381d
691,Taison,br BRA,MFFW,Internacional,34,1988,8.1,0.74,0.00,0.00,0.99,2.96,0.37,1.60,0.86,0.86,0.00,0.00,0.00,4.81,0.37,1.11,25.0,Matches,7272a72a
692,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,25.7,0.12,0.00,0.00,1.52,1.67,0.00,0.23,1.05,0.70,0.04,0.00,0.00,4.98,0.27,0.62,30.4,Matches,5f2caf8f
693,David Terans,uy URU,MF,Atl Paranaense,27,1994,22.3,0.13,0.00,0.00,0.99,1.03,0.27,4.57,0.22,0.45,0.00,0.00,0.00,4.57,0.27,1.35,16.7,Matches,d3d89d8d
694,Miguel Terceros,bo BOL,FW,Santos,17,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,3.33,0.00,0.00,0.00,3.33,0.00,0.00,,Matches,d66ed604
695,Thiago,br BRA,GK,São Paulo,22,1999,2.7,0.37,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,1.11,0.00,100.0,Matches,602d20ae
696,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,13.1,0.23,0.00,0.00,1.15,0.76,0.08,2.14,1.45,1.30,0.00,0.00,0.00,6.56,3.51,2.44,59.0,Matches,a8331ab0
697,Titi,br BRA,DF,Fortaleza,33,1988,31.1,0.06,0.00,0.00,1.74,0.87,0.06,0.06,1.38,0.68,0.00,0.00,0.00,5.56,1.00,0.80,55.4,Matches,ea41ddf7
698,Igor Torres,br BRA,FWMF,Fortaleza,21,2000,0.1,10.0,0.00,0.00,20.0,10.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,cc9b11b1
699,Jesús Trindade,uy URU,MF,Coritiba,28,1993,14.6,0.21,0.00,0.00,0.82,0.48,0.00,2.81,0.68,1.16,0.00,0.00,0.00,7.47,0.82,0.82,50.0,Matches,066e9f5d
700,Bruno Tubarão,br BRA,FWMF,Bragantino,26,1995,5.0,0.00,0.00,0.00,1.00,0.60,0.20,5.20,1.20,0.60,0.00,0.00,0.00,3.20,2.40,2.20,52.2,Matches,5411ef4f
701,Uendel,br BRA,DF,Cuiabá,33,1988,14.7,0.00,0.00,0.00,0.61,0.48,0.00,3.33,0.68,0.54,0.00,0.00,0.00,4.63,1.43,0.88,61.8,Matches,0bd9e045
702,Valdemir,br BRA,MF,Coritiba,24,1997,6.9,0.87,0.00,0.00,2.17,1.59,0.00,1.74,1.30,1.74,0.00,0.00,0.00,5.51,1.01,0.87,53.8,Matches,82cca681
703,Valdívia,br BRA,MFFW,Cuiabá,27,1994,15.4,0.26,0.06,0.00,1.10,1.69,0.13,4.09,0.52,0.65,0.00,0.00,0.00,3.64,1.04,2.08,33.3,Matches,e12be458
704,Vanderlan,br BRA,DF,Palmeiras,19,2002,7.2,0.00,0.00,0.00,1.81,1.11,0.00,3.47,2.50,1.25,0.00,0.00,0.00,4.31,0.56,0.83,40.0,Matches,bd8432ff
705,Guillermo Varela,uy URU,DF,Flamengo,28,1993,2.9,0.00,0.00,0.00,0.34,2.07,0.00,1.72,2.76,1.38,0.00,0.00,0.00,4.48,0.34,1.72,16.7,Matches,5c961282
706,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,32,1989,12.7,0.16,0.00,0.00,1.02,1.42,0.47,0.39,0.31,0.47,0.00,0.00,0.00,4.65,1.18,1.50,44.1,Matches,bd603c00
707,Matheus de Vargas,br BRA,MF,Fortaleza,25,1996,4.6,0.43,0.00,0.00,2.61,2.39,0.65,1.09,0.65,0.43,0.00,0.00,0.00,4.35,1.74,2.61,40.0,Matches,e43a07d4
708,Jhon Vasquez,co COL,FWMF,Ceará,26,1995,4.6,0.43,0.00,0.00,1.96,2.39,0.87,3.91,0.22,1.09,0.00,0.00,0.00,3.04,1.52,1.96,43.8,Matches,b6832e5e
709,Rafael Vaz,br BRA,DF,Avaí,33,1988,15.5,0.13,0.00,0.00,0.52,0.39,0.00,0.52,0.77,0.58,0.00,0.06,0.00,4.19,2.06,1.16,64.0,Matches,244fc074
710,Raphael Veiga,br BRA,MF,Palmeiras,26,1995,14.0,0.07,0.00,0.00,1.29,2.36,0.29,3.00,0.21,0.71,0.00,0.00,0.00,3.36,0.50,0.64,43.8,Matches,6e5a3bc7
711,Emiliano Velázquez,uy URU,DF,Santos,27,1994,6.0,0.00,0.00,0.00,0.50,0.33,0.00,0.17,2.33,1.50,0.00,0.17,0.00,4.67,1.67,2.00,45.5,Matches,5efb80d5
712,Fausto Vera,ar ARG,MF,Corinthians,21,2000,14.5,0.34,0.00,0.00,1.17,0.90,0.00,0.28,1.24,1.52,0.00,0.14,0.00,8.41,0.90,1.10,44.8,Matches,8b3b381b
713,Gabriel Veron,br BRA,FWMF,Palmeiras,19,2002,6.3,0.00,0.00,0.00,0.63,0.95,0.00,0.95,0.95,1.27,0.16,0.00,0.00,4.60,0.48,1.43,25.0,Matches,6bc49da7
714,João Vialle,br BRA,DF,Atl Paranaense,19,2002,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,,Matches,c63a8bf0
715,João Victor,br BRA,MF,Ceará,17,2004,0.2,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.0,Matches,e78d763e
716,João Victor,br BRA,DF,Corinthians,23,1998,5.4,0.37,0.00,0.00,1.30,0.93,0.00,0.00,2.04,0.37,0.00,0.00,0.00,4.07,2.78,1.30,68.2,Matches,d60cf08d
717,Marcos Victor,br BRA,DF,Ceará,20,2001,4.0,0.50,0.00,0.00,0.75,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,6.50,0.75,1.50,33.3,Matches,d714fc5a
718,Arturo Vidal,cl CHI,MF,Flamengo,34,1987,9.3,0.22,0.00,0.00,2.15,1.18,0.00,1.83,2.26,1.72,0.00,0.11,0.00,6.45,1.18,0.97,55.0,Matches,67cdbc0e
719,Caio Vidal,br BRA,FWMF,Internacional,21,2000,1.7,0.59,0.00,0.00,4.12,5.29,0.59,0.59,1.76,1.18,0.00,0.00,0.00,2.94,0.59,2.94,16.7,Matches,599ab970
720,Elvis Vieira Araújo,br BRA,MFFW,Goiás,31,1990,9.4,0.43,0.00,0.00,1.38,1.49,0.00,7.55,0.64,0.43,0.00,0.00,0.00,6.60,0.64,0.32,66.7,Matches,b5391b63
721,Gabriel Vieira,br BRA,FW,Palmeiras,19,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,Matches,63904ba9
722,Luan Vieira,br BRA,MFFW,Santos,28,1993,5.0,0.00,0.00,0.00,0.80,3.00,0.00,3.00,0.20,0.80,0.00,0.00,0.00,3.80,0.20,1.80,10.0,Matches,c4f6bf06
723,Marcos Vinicios Sorriso,br BRA,FW,Bragantino,20,2001,15.0,0.27,0.00,0.00,1.47,2.07,0.07,4.07,0.53,1.00,0.00,0.00,0.00,4.93,1.27,3.07,29.2,Matches,e816a8ee
724,Vinícius,br BRA,FWMF,Ceará,30,1991,26.7,0.34,0.07,0.07,0.41,1.50,0.22,5.99,0.90,0.11,0.04,0.00,0.00,4.87,0.41,0.56,42.3,Matches,ee01c84d
725,Vinicius,br BRA,MFDF,Santos,22,1999,0.8,0.00,0.00,0.00,2.50,2.50,0.00,2.50,1.25,1.25,0.00,0.00,0.00,3.75,2.50,0.00,100.0,Matches,ab3ef9c4
726,Vinícius,br BRA,MFFW,Goiás,28,1993,21.7,0.05,0.00,0.00,0.88,0.88,0.28,2.72,0.65,0.65,0.00,0.00,0.00,3.69,0.74,0.78,48.5,Matches,b6bd2b80
727,Vinícius,br BRA,FW,Botafogo (RJ),22,1999,9.7,0.31,0.00,0.00,1.96,2.68,0.31,1.03,1.13,1.03,0.00,0.00,0.00,4.64,1.44,2.06,41.2,Matches,ecce7383
728,Caio Vinícius,br BRA,MF,Goiás,23,1999,17.3,0.40,0.06,0.00,2.49,1.62,0.12,0.23,1.73,1.33,0.00,0.06,0.00,5.03,1.39,1.56,47.1,Matches,8529df9f
729,Mateus Vital,br BRA,FWMF,Corinthians,23,1998,8.2,0.12,0.00,0.00,1.22,2.07,0.24,2.07,0.85,1.59,0.00,0.00,0.00,7.20,0.85,1.59,35.0,Matches,db9c8fa4
730,Vitão,br BRA,DF,Internacional,21,2000,31.0,0.03,0.00,0.00,0.45,0.16,0.00,0.00,0.61,0.45,0.00,0.00,0.00,2.48,1.77,1.42,55.6,Matches,d4f034db
731,Vitinho,br BRA,FW,Atl Paranaense,22,1999,15.9,0.19,0.06,0.06,1.45,1.64,0.38,1.38,0.31,0.69,0.00,0.00,0.00,4.72,1.07,2.39,30.9,Matches,06d4b2e4
732,Vitinho,br BRA,FWMF,Flamengo,28,1993,5.3,0.19,0.00,0.00,2.45,1.13,0.00,1.51,0.19,1.13,0.00,0.00,0.00,3.96,1.89,1.89,50.0,Matches,a9e68c94
733,Vitinho,br BRA,FWMF,Avaí,21,2000,4.0,0.50,0.00,0.00,1.75,4.75,0.25,0.25,0.25,0.25,0.00,0.00,0.00,2.50,1.50,1.75,46.2,Matches,5e5cc7a9
734,João Vitor,br BRA,MF,Coritiba,21,2000,0.1,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,b8d3d5ee
735,Vladimir,br BRA,GK,Avaí,32,1989,22.5,0.13,0.00,0.00,0.04,0.13,0.00,0.00,0.00,0.00,0.00,0.04,0.00,1.07,0.22,0.04,83.3,Matches,bbae502c
736,Max Walef,br BRA,GK,Fortaleza,28,1993,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,,Matches,6411a48d
737,Walter,br BRA,GK,Cuiabá,34,1987,27.4,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.04,0.07,0.00,0.00,0.00,0.73,0.29,0.00,100.0,Matches,8bae322b
738,Wanderson,br BRA,DF,Atl Goianiense,30,1991,27.2,0.07,0.00,0.00,0.70,0.26,0.07,0.00,0.81,0.37,0.00,0.00,0.00,2.65,2.72,1.36,66.7,Matches,f612025c
739,Wanderson,br BRA,FWMF,Internacional,27,1994,17.8,0.17,0.00,0.00,1.01,0.96,0.17,3.31,0.17,0.51,0.00,0.00,0.00,3.26,0.22,0.90,20.0,Matches,5da33b33
740,Warley,br BRA,FWMF,Coritiba,22,1999,6.2,0.16,0.32,0.00,1.61,1.61,0.00,2.74,1.45,0.65,0.00,0.00,0.00,6.61,0.65,0.97,40.0,Matches,8f385e2e
741,Welington,br BRA,DFFW,São Paulo,20,2001,18.6,0.27,0.05,0.05,1.02,1.67,0.05,6.72,0.81,1.13,0.00,0.00,0.00,5.00,0.91,0.97,48.6,Matches,a7f95b1f
742,José Welison,br BRA,MF,Fortaleza,26,1995,19.1,0.31,0.00,0.00,2.04,0.89,0.00,1.15,1.99,1.15,0.00,0.00,0.00,7.54,1.94,1.41,57.8,Matches,b6cb4d16
743,Weliton,cl CHI,MF,Juventude,16,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,721322fb
744,Wellington,br BRA,DF,Avaí,26,1995,3.0,0.00,0.00,0.00,1.33,0.33,0.00,0.00,1.67,0.67,0.00,0.33,0.33,3.00,1.00,1.33,42.9,Matches,ed36f825
745,Welliton,br BRA,MFFW,Bragantino,21,2000,1.1,0.00,0.00,0.00,0.00,1.82,0.00,7.27,0.00,2.73,0.00,0.00,0.00,6.36,0.91,2.73,25.0,Matches,d1a7e953
746,Wendell,br BRA,MF,Ceará,19,2002,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,82b7e058
747,Werik,br BRA,FW,Bragantino,20,2001,5.7,0.70,0.00,0.00,1.93,1.05,0.18,0.35,0.00,0.35,0.00,0.00,0.00,2.11,1.93,1.93,50.0,Matches,8b20ba5f
748,Werton,br BRA,FW,Flamengo,18,2003,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,6.67,0.00,6.67,0.0,Matches,d07bde9d
749,Wescley,br BRA,MF,Ceará,30,1991,0.8,0.00,0.00,0.00,1.25,1.25,0.00,3.75,0.00,2.50,0.00,0.00,0.00,5.00,0.00,1.25,0.0,Matches,5a43c680
750,Wesley,br BRA,FW,Palmeiras,22,1999,7.2,0.28,0.00,0.00,1.11,2.78,0.28,4.17,0.42,0.83,0.00,0.00,0.00,6.94,1.94,1.25,60.9,Matches,434de3a3
751,Weverson,br BRA,MF,Bragantino,21,2000,0.5,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,10.0,16.7,Matches,b9829bf7
752,Weverton,br BRA,DF,Internacional,22,1999,0.5,0.00,0.00,0.00,0.00,2.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,0.0,Matches,6ae59cc2
753,Wéverton,br BRA,GK,Palmeiras,34,1987,34.0,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.91,0.26,0.06,81.8,Matches,81be82e9
754,Rafael William,br BRA,GK,Coritiba,20,2001,6.0,0.17,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.50,0.17,0.00,100.0,Matches,eb9f6c10
755,Willian,br BRA,FWMF,Fluminense,35,1986,5.3,0.38,0.00,0.00,1.51,0.57,0.38,1.51,1.51,0.94,0.00,0.00,0.00,4.91,0.57,1.51,27.3,Matches,1f85d0c8
756,Willian,br BRA,FW,Corinthians,33,1988,9.2,0.11,0.00,0.00,0.65,3.26,0.22,3.59,0.87,1.09,0.00,0.00,0.00,4.57,0.54,0.33,62.5,Matches,8b9ebd03
757,Xavier,br BRA,MF,Corinthians,21,2000,1.8,0.56,0.00,0.00,1.11,0.00,0.00,0.00,1.11,0.56,0.00,0.00,0.00,7.22,1.11,1.11,50.0,Matches,f16ed217
758,Samuel Xavier,br BRA,DF,Fluminense,31,1990,31.4,0.16,0.00,0.00,0.89,1.56,0.10,2.45,0.83,0.51,0.00,0.00,0.00,3.89,0.80,0.86,48.1,Matches,0c870df5
759,Yago,br BRA,MFDF,Fluminense,26,1995,12.6,0.24,0.00,0.00,1.11,2.46,0.32,2.86,1.03,1.03,0.00,0.00,0.00,4.29,0.63,1.43,30.8,Matches,e2add0e7
760,Ytalo,br BRA,FW,Bragantino,34,1988,6.9,0.00,0.00,0.00,0.29,0.87,0.00,0.29,0.43,0.43,0.00,0.00,0.00,1.45,1.01,2.03,33.3,Matches,423e3d0b
761,Marcos Ytalo,br BRA,DF,Ceará,25,1996,1.8,0.00,0.00,0.00,2.78,2.22,0.00,2.78,1.11,1.67,0.00,0.00,0.00,2.22,1.67,1.11,60.0,Matches,70053afc
762,Vinícius Zanocelo,br BRA,MF,Santos,21,2001,22.3,0.36,0.00,0.00,2.11,0.54,0.09,0.09,1.08,0.76,0.00,0.09,0.00,5.02,1.39,1.43,49.2,Matches,27457e83
763,Federico Zaracho,ar ARG,MFFW,Atlético Mineiro,23,1998,20.9,0.14,0.00,0.00,1.63,1.24,0.05,0.77,1.05,1.39,0.00,0.00,0.00,5.45,1.20,2.30,34.2,Matches,803d5265
